"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Mean Annual Earnings","2016","Offaly","Female","Euro","31945"
"Mean Annual Earnings","2016","Westmeath","Both sexes","Euro","37856"
"Mean Annual Earnings","2016","Westmeath","Male","Euro","42257"
"Mean Annual Earnings","2016","Westmeath","Female","Euro","33231"
"Mean Annual Earnings","2016","Wexford","Both sexes","Euro","34430"
"Mean Annual Earnings","2016","Wexford","Male","Euro","38667"
"Mean Annual Earnings","2016","Wexford","Female","Euro","30322"
"Mean Annual Earnings","2016","Wicklow","Both sexes","Euro","43075"
"Mean Annual Earnings","2016","Wicklow","Male","Euro","50471"
"Mean Annual Earnings","2016","Wicklow","Female","Euro","35587"
"Mean Annual Earnings","2016","Clare","Both sexes","Euro","39716"
"Mean Annual Earnings","2016","Clare","Male","Euro","45931"
"Mean Annual Earnings","2016","Clare","Female","Euro","33756"
"Mean Annual Earnings","2016","Cork","Both sexes","Euro","41122"
"Mean Annual Earnings","2016","Cork","Male","Euro","47900"
"Mean Annual Earnings","2016","Cork","Female","Euro","34095"
"Mean Annual Earnings","2016","Kerry","Both sexes","Euro","34700"
"Mean Annual Earnings","2016","Kerry","Male","Euro","39232"
"Mean Annual Earnings","2016","Kerry","Female","Euro","30435"
"Mean Annual Earnings","2016","Limerick","Both sexes","Euro","39464"
"Mean Annual Earnings","2016","Limerick","Male","Euro","45248"
"Mean Annual Earnings","2016","Limerick","Female","Euro","33403"
"Mean Annual Earnings","2016","Tipperary","Both sexes","Euro","36390"
"Mean Annual Earnings","2016","Tipperary","Male","Euro","41172"
"Mean Annual Earnings","2016","Tipperary","Female","Euro","31838"
"Mean Annual Earnings","2016","Waterford","Both sexes","Euro","37279"
"Mean Annual Earnings","2016","Waterford","Male","Euro","42685"
"Mean Annual Earnings","2016","Waterford","Female","Euro","31757"
"Mean Annual Earnings","2016","Galway","Both sexes","Euro","39042"
"Mean Annual Earnings","2016","Galway","Male","Euro","43783"
"Mean Annual Earnings","2016","Galway","Female","Euro","34542"
"Mean Annual Earnings","2016","Leitrim","Both sexes","Euro","34848"
"Mean Annual Earnings","2016","Leitrim","Male","Euro","37841"
"Mean Annual Earnings","2016","Leitrim","Female","Euro","32179"
"Mean Annual Earnings","2016","Mayo","Both sexes","Euro","35036"
"Mean Annual Earnings","2016","Mayo","Male","Euro","38798"
"Mean Annual Earnings","2016","Mayo","Female","Euro","31547"
"Mean Annual Earnings","2016","Roscommon","Both sexes","Euro","36199"
"Mean Annual Earnings","2016","Roscommon","Male","Euro","39712"
"Mean Annual Earnings","2016","Roscommon","Female","Euro","32855"
"Mean Annual Earnings","2016","Sligo","Both sexes","Euro","37071"
"Mean Annual Earnings","2016","Sligo","Male","Euro","40882"
"Mean Annual Earnings","2016","Sligo","Female","Euro","33753"
"Mean Annual Earnings","2016","Cavan","Both sexes","Euro","35327"
"Mean Annual Earnings","2016","Cavan","Male","Euro","39077"
"Mean Annual Earnings","2016","Cavan","Female","Euro","31438"
"Mean Annual Earnings","2016","Donegal","Both sexes","Euro","31683"
"Mean Annual Earnings","2016","Donegal","Male","Euro","34010"
"Mean Annual Earnings","2016","Donegal","Female","Euro","29560"
"Mean Annual Earnings","2016","Monaghan","Both sexes","Euro","32297"
"Mean Annual Earnings","2016","Monaghan","Male","Euro","34562"
"Mean Annual Earnings","2016","Monaghan","Female","Euro","30020"
"Mean Annual Earnings","2017","All counties (1)","Both sexes","Euro","42330"
"Mean Annual Earnings","2017","All counties (1)","Male","Euro","48214"
"Mean Annual Earnings","2017","All counties (1)","Female","Euro","36288"
"Mean Annual Earnings","2017","Carlow","Both sexes","Euro","36141"
"Mean Annual Earnings","2017","Carlow","Male","Euro","40089"
"Mean Annual Earnings","2017","Carlow","Female","Euro","31795"
"Mean Annual Earnings","2017","Dublin","Both sexes","Euro","48575"
"Mean Annual Earnings","2017","Dublin","Male","Euro","55447"
"Mean Annual Earnings","2017","Dublin","Female","Euro","41349"
"Mean Annual Earnings","2017","Kildare","Both sexes","Euro","45372"
"Mean Annual Earnings","2017","Kildare","Male","Euro","52482"
"Mean Annual Earnings","2017","Kildare","Female","Euro","37551"
"Mean Annual Earnings","2017","Kilkenny","Both sexes","Euro","38284"
"Mean Annual Earnings","2017","Kilkenny","Male","Euro","42963"
"Mean Annual Earnings","2017","Kilkenny","Female","Euro","33877"
"Mean Annual Earnings","2017","Laois","Both sexes","Euro","38741"
"Mean Annual Earnings","2017","Laois","Male","Euro","43524"
"Mean Annual Earnings","2017","Laois","Female","Euro","33892"
"Mean Annual Earnings","2017","Longford","Both sexes","Euro","34546"
"Mean Annual Earnings","2017","Longford","Male","Euro","37342"
"Mean Annual Earnings","2017","Longford","Female","Euro","31657"
"Mean Annual Earnings","2017","Louth","Both sexes","Euro","37892"
"Mean Annual Earnings","2017","Louth","Male","Euro","42647"
"Mean Annual Earnings","2017","Louth","Female","Euro","32857"
"Mean Annual Earnings","2017","Meath","Both sexes","Euro","43722"
"Mean Annual Earnings","2017","Meath","Male","Euro","50872"
"Mean Annual Earnings","2017","Meath","Female","Euro","36103"
"Mean Annual Earnings","2017","Offaly","Both sexes","Euro","36626"
"Mean Annual Earnings","2017","Offaly","Male","Euro","40498"
"Mean Annual Earnings","2017","Offaly","Female","Euro","32508"
"Mean Annual Earnings","2017","Westmeath","Both sexes","Euro","38567"
"Mean Annual Earnings","2017","Westmeath","Male","Euro","42919"
"Mean Annual Earnings","2017","Westmeath","Female","Euro","33952"
"Mean Annual Earnings","2017","Wexford","Both sexes","Euro","35115"
"Mean Annual Earnings","2017","Wexford","Male","Euro","39239"
"Mean Annual Earnings","2017","Wexford","Female","Euro","31038"
"Mean Annual Earnings","2017","Wicklow","Both sexes","Euro","44026"
"Mean Annual Earnings","2017","Wicklow","Male","Euro","51398"
"Mean Annual Earnings","2017","Wicklow","Female","Euro","36454"
"Mean Annual Earnings","2017","Clare","Both sexes","Euro","40688"
"Mean Annual Earnings","2017","Clare","Male","Euro","46946"
"Mean Annual Earnings","2017","Clare","Female","Euro","34544"
"Mean Annual Earnings","2017","Cork","Both sexes","Euro","42061"
"Mean Annual Earnings","2017","Cork","Male","Euro","48839"
"Mean Annual Earnings","2017","Cork","Female","Euro","34975"
"Mean Annual Earnings","2017","Kerry","Both sexes","Euro","35475"
"Mean Annual Earnings","2017","Kerry","Male","Euro","39938"
"Mean Annual Earnings","2017","Kerry","Female","Euro","31225"
"Mean Annual Earnings","2017","Limerick","Both sexes","Euro","40486"
"Mean Annual Earnings","2017","Limerick","Male","Euro","46361"
"Mean Annual Earnings","2017","Limerick","Female","Euro","34267"
"Mean Annual Earnings","2017","Tipperary","Both sexes","Euro","37270"
"Mean Annual Earnings","2017","Tipperary","Male","Euro","42042"
"Mean Annual Earnings","2017","Tipperary","Female","Euro","32636"
"Mean Annual Earnings","2017","Waterford","Both sexes","Euro","38222"
"Mean Annual Earnings","2017","Waterford","Male","Euro","43631"
"Mean Annual Earnings","2017","Waterford","Female","Euro","32603"
"Mean Annual Earnings","2017","Galway","Both sexes","Euro","39965"
"Mean Annual Earnings","2017","Galway","Male","Euro","44648"
"Mean Annual Earnings","2017","Galway","Female","Euro","35462"
"Mean Annual Earnings","2017","Leitrim","Both sexes","Euro","35648"
"Mean Annual Earnings","2017","Leitrim","Male","Euro","38571"
"Mean Annual Earnings","2017","Leitrim","Female","Euro","32954"
"Mean Annual Earnings","2017","Mayo","Both sexes","Euro","35430"
"Mean Annual Earnings","2017","Mayo","Male","Euro","38867"
"Mean Annual Earnings","2017","Mayo","Female","Euro","32211"
"Mean Annual Earnings","2017","Roscommon","Both sexes","Euro","36844"
"Mean Annual Earnings","2017","Roscommon","Male","Euro","40461"
"Mean Annual Earnings","2017","Roscommon","Female","Euro","33368"
"Mean Annual Earnings","2017","Sligo","Both sexes","Euro","37635"
"Mean Annual Earnings","2017","Sligo","Male","Euro","41301"
"Mean Annual Earnings","2017","Sligo","Female","Euro","34349"
"Mean Annual Earnings","2017","Cavan","Both sexes","Euro","35744"
"Mean Annual Earnings","2017","Cavan","Male","Euro","39396"
"Mean Annual Earnings","2017","Cavan","Female","Euro","31864"
"Mean Annual Earnings","2017","Donegal","Both sexes","Euro","32152"
"Mean Annual Earnings","2017","Donegal","Male","Euro","34357"
"Mean Annual Earnings","2017","Donegal","Female","Euro","30102"
"Mean Annual Earnings","2017","Monaghan","Both sexes","Euro","33303"
"Mean Annual Earnings","2017","Monaghan","Male","Euro","35732"
"Mean Annual Earnings","2017","Monaghan","Female","Euro","30798"
"Mean Annual Earnings","2018","All counties (1)","Both sexes","Euro","43830"
"Mean Annual Earnings","2018","All counties (1)","Male","Euro","49931"
"Mean Annual Earnings","2018","All counties (1)","Female","Euro","37520"
"Mean Annual Earnings","2018","Carlow","Both sexes","Euro","37129"
"Mean Annual Earnings","2018","Carlow","Male","Euro","41146"
"Mean Annual Earnings","2018","Carlow","Female","Euro","32712"
"Mean Annual Earnings","2018","Dublin","Both sexes","Euro","50561"
"Mean Annual Earnings","2018","Dublin","Male","Euro","57825"
"Mean Annual Earnings","2018","Dublin","Female","Euro","42868"
"Mean Annual Earnings","2018","Kildare","Both sexes","Euro","46763"
"Mean Annual Earnings","2018","Kildare","Male","Euro","54075"
"Mean Annual Earnings","2018","Kildare","Female","Euro","38772"
"Mean Annual Earnings","2018","Kilkenny","Both sexes","Euro","39817"
"Mean Annual Earnings","2018","Kilkenny","Male","Euro","44506"
"Mean Annual Earnings","2018","Kilkenny","Female","Euro","35421"
"Mean Annual Earnings","2018","Laois","Both sexes","Euro","39988"
"Mean Annual Earnings","2018","Laois","Male","Euro","44828"
"Mean Annual Earnings","2018","Laois","Female","Euro","34985"
"Mean Annual Earnings","2018","Longford","Both sexes","Euro","35698"
"Mean Annual Earnings","2018","Longford","Male","Euro","38453"
"Mean Annual Earnings","2018","Longford","Female","Euro","32772"
"Mean Annual Earnings","2018","Louth","Both sexes","Euro","39159"
"Mean Annual Earnings","2018","Louth","Male","Euro","44090"
"Mean Annual Earnings","2018","Louth","Female","Euro","33847"
"Mean Annual Earnings","2018","Meath","Both sexes","Euro","45023"
"Mean Annual Earnings","2018","Meath","Male","Euro","52260"
"Mean Annual Earnings","2018","Meath","Female","Euro","37354"
"Mean Annual Earnings","2018","Offaly","Both sexes","Euro","37864"
"Mean Annual Earnings","2018","Offaly","Male","Euro","41916"
"Mean Annual Earnings","2018","Offaly","Female","Euro","33509"
"Mean Annual Earnings","2018","Westmeath","Both sexes","Euro","39676"
"Mean Annual Earnings","2018","Westmeath","Male","Euro","44158"
"Mean Annual Earnings","2018","Westmeath","Female","Euro","34946"
"Mean Annual Earnings","2018","Wexford","Both sexes","Euro","36271"
"Mean Annual Earnings","2018","Wexford","Male","Euro","40503"
"Mean Annual Earnings","2018","Wexford","Female","Euro","32068"
"Mean Annual Earnings","2018","Wicklow","Both sexes","Euro","45432"
"Mean Annual Earnings","2018","Wicklow","Male","Euro","53223"
"Mean Annual Earnings","2018","Wicklow","Female","Euro","37551"
"Mean Annual Earnings","2018","Clare","Both sexes","Euro","41870"
"Mean Annual Earnings","2018","Clare","Male","Euro","47994"
"Mean Annual Earnings","2018","Clare","Female","Euro","35775"
"Mean Annual Earnings","2018","Cork","Both sexes","Euro","43864"
"Mean Annual Earnings","2018","Cork","Male","Euro","50991"
"Mean Annual Earnings","2018","Cork","Female","Euro","36341"
"Mean Annual Earnings","2018","Kerry","Both sexes","Euro","36463"
"Mean Annual Earnings","2018","Kerry","Male","Euro","41086"
"Mean Annual Earnings","2018","Kerry","Female","Euro","32059"
"Mean Annual Earnings","2018","Limerick","Both sexes","Euro","41827"
"Mean Annual Earnings","2018","Limerick","Male","Euro","47695"
"Mean Annual Earnings","2018","Limerick","Female","Euro","35525"
"Mean Annual Earnings","2018","Tipperary","Both sexes","Euro","38281"
"Mean Annual Earnings","2018","Tipperary","Male","Euro","43065"
"Mean Annual Earnings","2018","Tipperary","Female","Euro","33608"
"Mean Annual Earnings","2018","Waterford","Both sexes","Euro","39262"
"Mean Annual Earnings","2018","Waterford","Male","Euro","44848"
"Mean Annual Earnings","2018","Waterford","Female","Euro","33441"
"Mean Annual Earnings","2018","Galway","Both sexes","Euro","41376"
"Mean Annual Earnings","2018","Galway","Male","Euro","46181"
"Mean Annual Earnings","2018","Galway","Female","Euro","36704"
"Mean Annual Earnings","2018","Leitrim","Both sexes","Euro","36637"
"Mean Annual Earnings","2018","Leitrim","Male","Euro","39814"
"Mean Annual Earnings","2018","Leitrim","Female","Euro","33705"
"Mean Annual Earnings","2018","Mayo","Both sexes","Euro","36995"
"Mean Annual Earnings","2018","Mayo","Male","Euro","40721"
"Mean Annual Earnings","2018","Mayo","Female","Euro","33457"
"Mean Annual Earnings","2018","Roscommon","Both sexes","Euro","38082"
"Mean Annual Earnings","2018","Roscommon","Male","Euro","41830"
"Mean Annual Earnings","2018","Roscommon","Female","Euro","34505"
"Mean Annual Earnings","2018","Sligo","Both sexes","Euro","38846"
"Mean Annual Earnings","2018","Sligo","Male","Euro","42513"
"Mean Annual Earnings","2018","Sligo","Female","Euro","35470"
"Mean Annual Earnings","2018","Cavan","Both sexes","Euro","36906"
"Mean Annual Earnings","2018","Cavan","Male","Euro","40542"
"Mean Annual Earnings","2018","Cavan","Female","Euro","33055"
"Mean Annual Earnings","2018","Donegal","Both sexes","Euro","33222"
"Mean Annual Earnings","2018","Donegal","Male","Euro","35538"
"Mean Annual Earnings","2018","Donegal","Female","Euro","31022"
"Mean Annual Earnings","2018","Monaghan","Both sexes","Euro","34327"
"Mean Annual Earnings","2018","Monaghan","Male","Euro","36840"
"Mean Annual Earnings","2018","Monaghan","Female","Euro","31734"
"Mean Annual Earnings","2019","All counties (1)","Both sexes","Euro","45375"
"Mean Annual Earnings","2019","All counties (1)","Male","Euro","51630"
"Mean Annual Earnings","2019","All counties (1)","Female","Euro","38862"
"Mean Annual Earnings","2019","Carlow","Both sexes","Euro","38408"
"Mean Annual Earnings","2019","Carlow","Male","Euro","42523"
"Mean Annual Earnings","2019","Carlow","Female","Euro","33774"
"Mean Annual Earnings","2019","Dublin","Both sexes","Euro","52429"
"Mean Annual Earnings","2019","Dublin","Male","Euro","59906"
"Mean Annual Earnings","2019","Dublin","Female","Euro","44453"
"Mean Annual Earnings","2019","Kildare","Both sexes","Euro","48542"
"Mean Annual Earnings","2019","Kildare","Male","Euro","56106"
"Mean Annual Earnings","2019","Kildare","Female","Euro","40215"
"Mean Annual Earnings","2019","Kilkenny","Both sexes","Euro","41073"
"Mean Annual Earnings","2019","Kilkenny","Male","Euro","46274"
"Mean Annual Earnings","2019","Kilkenny","Female","Euro","36203"
"Mean Annual Earnings","2019","Laois","Both sexes","Euro","41461"
"Mean Annual Earnings","2019","Laois","Male","Euro","46502"
"Mean Annual Earnings","2019","Laois","Female","Euro","36244"
"Mean Annual Earnings","2019","Longford","Both sexes","Euro","37167"
"Mean Annual Earnings","2019","Longford","Male","Euro","40219"
"Mean Annual Earnings","2019","Longford","Female","Euro","33963"
"Mean Annual Earnings","2019","Louth","Both sexes","Euro","40430"
"Mean Annual Earnings","2019","Louth","Male","Euro","45535"
"Mean Annual Earnings","2019","Louth","Female","Euro","34946"
"Mean Annual Earnings","2019","Meath","Both sexes","Euro","46548"
"Mean Annual Earnings","2019","Meath","Male","Euro","54045"
"Mean Annual Earnings","2019","Meath","Female","Euro","38628"
"Mean Annual Earnings","2019","Offaly","Both sexes","Euro","39243"
"Mean Annual Earnings","2019","Offaly","Male","Euro","43643"
"Mean Annual Earnings","2019","Offaly","Female","Euro","34517"
"Mean Annual Earnings","2019","Westmeath","Both sexes","Euro","41028"
"Mean Annual Earnings","2019","Westmeath","Male","Euro","45648"
"Mean Annual Earnings","2019","Westmeath","Female","Euro","36092"
"Mean Annual Earnings","2019","Wexford","Both sexes","Euro","37432"
"Mean Annual Earnings","2019","Wexford","Male","Euro","41886"
"Mean Annual Earnings","2019","Wexford","Female","Euro","33013"
"Mean Annual Earnings","2019","Wicklow","Both sexes","Euro","47158"
"Mean Annual Earnings","2019","Wicklow","Male","Euro","54906"
"Mean Annual Earnings","2019","Wicklow","Female","Euro","39242"
"Mean Annual Earnings","2019","Clare","Both sexes","Euro","43054"
"Mean Annual Earnings","2019","Clare","Male","Euro","49269"
"Mean Annual Earnings","2019","Clare","Female","Euro","36826"
"Mean Annual Earnings","2019","Cork","Both sexes","Euro","45350"
"Mean Annual Earnings","2019","Cork","Male","Euro","52522"
"Mean Annual Earnings","2019","Cork","Female","Euro","37710"
"Mean Annual Earnings","2019","Kerry","Both sexes","Euro","37513"
"Mean Annual Earnings","2019","Kerry","Male","Euro","42086"
"Mean Annual Earnings","2019","Kerry","Female","Euro","33047"
"Mean Annual Earnings","2019","Limerick","Both sexes","Euro","43034"
"Mean Annual Earnings","2019","Limerick","Male","Euro","48965"
"Mean Annual Earnings","2019","Limerick","Female","Euro","36667"
"Mean Annual Earnings","2019","Tipperary","Both sexes","Euro","39596"
"Mean Annual Earnings","2019","Tipperary","Male","Euro","44569"
"Mean Annual Earnings","2019","Tipperary","Female","Euro","34739"
"Mean Annual Earnings","2019","Waterford","Both sexes","Euro","40689"
"Mean Annual Earnings","2019","Waterford","Male","Euro","46206"
"Mean Annual Earnings","2019","Waterford","Female","Euro","34924"
"Mean Annual Earnings","2019","Galway","Both sexes","Euro","42905"
"Mean Annual Earnings","2019","Galway","Male","Euro","47818"
"Mean Annual Earnings","2019","Galway","Female","Euro","38097"
"Mean Annual Earnings","2019","Leitrim","Both sexes","Euro","38053"
"Mean Annual Earnings","2019","Leitrim","Male","Euro","41180"
"Mean Annual Earnings","2019","Leitrim","Female","Euro","35108"
"Mean Annual Earnings","2019","Mayo","Both sexes","Euro","38407"
"Mean Annual Earnings","2019","Mayo","Male","Euro","42255"
"Mean Annual Earnings","2019","Mayo","Female","Euro","34690"
"Mean Annual Earnings","2019","Roscommon","Both sexes","Euro","39387"
"Mean Annual Earnings","2019","Roscommon","Male","Euro","43159"
"Mean Annual Earnings","2019","Roscommon","Female","Euro","35710"
"Mean Annual Earnings","2019","Sligo","Both sexes","Euro","40153"
"Mean Annual Earnings","2019","Sligo","Male","Euro","43716"
"Mean Annual Earnings","2019","Sligo","Female","Euro","36856"
"Mean Annual Earnings","2019","Cavan","Both sexes","Euro","38290"
"Mean Annual Earnings","2019","Cavan","Male","Euro","42417"
"Mean Annual Earnings","2019","Cavan","Female","Euro","33908"
"Mean Annual Earnings","2019","Donegal","Both sexes","Euro","34362"
"Mean Annual Earnings","2019","Donegal","Male","Euro","36934"
"Mean Annual Earnings","2019","Donegal","Female","Euro","31945"
"Mean Annual Earnings","2019","Monaghan","Both sexes","Euro","35438"
"Mean Annual Earnings","2019","Monaghan","Male","Euro","37899"
"Mean Annual Earnings","2019","Monaghan","Female","Euro","32829"
"Mean Annual Earnings","2020","All counties (1)","Both sexes","Euro","50076"
"Mean Annual Earnings","2020","All counties (1)","Male","Euro","56171"
"Mean Annual Earnings","2020","All counties (1)","Female","Euro","43693"
"Mean Annual Earnings","2020","Carlow","Both sexes","Euro","42260"
"Mean Annual Earnings","2020","Carlow","Male","Euro","45932"
"Mean Annual Earnings","2020","Carlow","Female","Euro","38366"
"Mean Annual Earnings","2020","Dublin","Both sexes","Euro","57366"
"Mean Annual Earnings","2020","Dublin","Male","Euro","64734"
"Mean Annual Earnings","2020","Dublin","Female","Euro","49461"
"Mean Annual Earnings","2020","Kildare","Both sexes","Euro","52499"
"Mean Annual Earnings","2020","Kildare","Male","Euro","59620"
"Mean Annual Earnings","2020","Kildare","Female","Euro","44555"
"Mean Annual Earnings","2020","Kilkenny","Both sexes","Euro","45222"
"Mean Annual Earnings","2020","Kilkenny","Male","Euro","49689"
"Mean Annual Earnings","2020","Kilkenny","Female","Euro","40998"
"Mean Annual Earnings","2020","Laois","Both sexes","Euro","45476"
"Mean Annual Earnings","2020","Laois","Male","Euro","50268"
"Mean Annual Earnings","2020","Laois","Female","Euro","40488"
"Mean Annual Earnings","2020","Longford","Both sexes","Euro","39493"
"Mean Annual Earnings","2020","Longford","Male","Euro","42553"
"Mean Annual Earnings","2020","Longford","Female","Euro","36398"
"Mean Annual Earnings","2020","Louth","Both sexes","Euro","44714"
"Mean Annual Earnings","2020","Louth","Male","Euro","49391"
"Mean Annual Earnings","2020","Louth","Female","Euro","39633"
"Mean Annual Earnings","2020","Meath","Both sexes","Euro","50452"
"Mean Annual Earnings","2020","Meath","Male","Euro","57711"
"Mean Annual Earnings","2020","Meath","Female","Euro","42783"
"Mean Annual Earnings","2020","Offaly","Both sexes","Euro","43238"
"Mean Annual Earnings","2020","Offaly","Male","Euro","47051"
"Mean Annual Earnings","2020","Offaly","Female","Euro","39185"
"Mean Annual Earnings","2020","Westmeath","Both sexes","Euro","45330"
"Mean Annual Earnings","2020","Westmeath","Male","Euro","49901"
"Mean Annual Earnings","2020","Westmeath","Female","Euro","40506"
"Mean Annual Earnings","2020","Wexford","Both sexes","Euro","41519"
"Mean Annual Earnings","2020","Wexford","Male","Euro","45342"
"Mean Annual Earnings","2020","Wexford","Female","Euro","37763"
"Mean Annual Earnings","2020","Wicklow","Both sexes","Euro","52025"
"Mean Annual Earnings","2020","Wicklow","Male","Euro","59704"
"Mean Annual Earnings","2020","Wicklow","Female","Euro","43984"
"Mean Annual Earnings","2020","Clare","Both sexes","Euro","46904"
"Mean Annual Earnings","2020","Clare","Male","Euro","52904"
"Mean Annual Earnings","2020","Clare","Female","Euro","41048"
"Mean Annual Earnings","2020","Cork","Both sexes","Euro","50519"
"Mean Annual Earnings","2020","Cork","Male","Euro","57602"
"Mean Annual Earnings","2020","Cork","Female","Euro","42717"
"Mean Annual Earnings","2020","Kerry","Both sexes","Euro","42368"
"Mean Annual Earnings","2020","Kerry","Male","Euro","46924"
"Mean Annual Earnings","2020","Kerry","Female","Euro","37972"
"Mean Annual Earnings","2020","Limerick","Both sexes","Euro","47457"
"Mean Annual Earnings","2020","Limerick","Male","Euro","53103"
"Mean Annual Earnings","2020","Limerick","Female","Euro","41265"
"Mean Annual Earnings","2020","Tipperary","Both sexes","Euro","43891"
"Mean Annual Earnings","2020","Tipperary","Male","Euro","48465"
"Mean Annual Earnings","2020","Tipperary","Female","Euro","39491"
"Mean Annual Earnings","2020","Waterford","Both sexes","Euro","45019"
"Mean Annual Earnings","2020","Waterford","Male","Euro","50272"
"Mean Annual Earnings","2020","Waterford","Female","Euro","39515"
"Mean Annual Earnings","2020","Galway","Both sexes","Euro","46842"
"Mean Annual Earnings","2020","Galway","Male","Euro","51388"
"Mean Annual Earnings","2020","Galway","Female","Euro","42392"
"Mean Annual Earnings","2020","Leitrim","Both sexes","Euro","42145"
"Mean Annual Earnings","2020","Leitrim","Male","Euro","45520"
"Mean Annual Earnings","2020","Leitrim","Female","Euro","39114"
"Mean Annual Earnings","2020","Mayo","Both sexes","Euro","42619"
"Mean Annual Earnings","2020","Mayo","Male","Euro","46114"
"Mean Annual Earnings","2020","Mayo","Female","Euro","39230"
"Mean Annual Earnings","2020","Roscommon","Both sexes","Euro","43315"
"Mean Annual Earnings","2020","Roscommon","Male","Euro","46967"
"Mean Annual Earnings","2020","Roscommon","Female","Euro","39815"
"Mean Annual Earnings","2020","Sligo","Both sexes","Euro","44725"
"Mean Annual Earnings","2020","Sligo","Male","Euro","48161"
"Mean Annual Earnings","2020","Sligo","Female","Euro","41586"
"Mean Annual Earnings","2020","Cavan","Both sexes","Euro","42562"
"Mean Annual Earnings","2020","Cavan","Male","Euro","46413"
"Mean Annual Earnings","2020","Cavan","Female","Euro","38554"
"Mean Annual Earnings","2020","Donegal","Both sexes","Euro","39573"
"Mean Annual Earnings","2020","Donegal","Male","Euro","42025"
"Mean Annual Earnings","2020","Donegal","Female","Euro","37385"
"Mean Annual Earnings","2020","Monaghan","Both sexes","Euro","39005"
"Mean Annual Earnings","2020","Monaghan","Male","Euro","40923"
"Mean Annual Earnings","2020","Monaghan","Female","Euro","37041"
"Mean Annual Earnings","2021","All counties (1)","Both sexes","Euro","51068"
"Mean Annual Earnings","2021","All counties (1)","Male","Euro","57348"
"Mean Annual Earnings","2021","All counties (1)","Female","Euro","44433"
"Mean Annual Earnings","2021","Carlow","Both sexes","Euro","42861"
"Mean Annual Earnings","2021","Carlow","Male","Euro","46986"
"Mean Annual Earnings","2021","Carlow","Female","Euro","38224"
"Mean Annual Earnings","2021","Dublin","Both sexes","Euro","59548"
"Mean Annual Earnings","2021","Dublin","Male","Euro","67406"
"Mean Annual Earnings","2021","Dublin","Female","Euro","51151"
"Mean Annual Earnings","2021","Kildare","Both sexes","Euro","53924"
"Mean Annual Earnings","2021","Kildare","Male","Euro","61528"
"Mean Annual Earnings","2021","Kildare","Female","Euro","45437"
"Mean Annual Earnings","2021","Kilkenny","Both sexes","Euro","46180"
"Mean Annual Earnings","2021","Kilkenny","Male","Euro","51080"
"Mean Annual Earnings","2021","Kilkenny","Female","Euro","41433"
"Mean Annual Earnings","2021","Laois","Both sexes","Euro","45882"
"Mean Annual Earnings","2021","Laois","Male","Euro","50884"
"Mean Annual Earnings","2021","Laois","Female","Euro","40593"
"Mean Annual Earnings","2021","Longford","Both sexes","Euro","40884"
"Mean Annual Earnings","2021","Longford","Male","Euro","43593"
"Mean Annual Earnings","2021","Longford","Female","Euro","37990"
"Mean Annual Earnings","2021","Louth","Both sexes","Euro","45057"
"Mean Annual Earnings","2021","Louth","Male","Euro","49875"
"Mean Annual Earnings","2021","Louth","Female","Euro","39772"
"Mean Annual Earnings","2021","Meath","Both sexes","Euro","51615"
"Mean Annual Earnings","2021","Meath","Male","Euro","58831"
"Mean Annual Earnings","2021","Meath","Female","Euro","43854"
"Mean Annual Earnings","2021","Offaly","Both sexes","Euro","43564"
"Mean Annual Earnings","2021","Offaly","Male","Euro","47473"
"Mean Annual Earnings","2021","Offaly","Female","Euro","39260"
"Mean Annual Earnings","2021","Westmeath","Both sexes","Euro","45969"
"Mean Annual Earnings","2021","Westmeath","Male","Euro","50403"
"Mean Annual Earnings","2021","Westmeath","Female","Euro","41113"
"Mean Annual Earnings","2021","Wexford","Both sexes","Euro","42173"
"Mean Annual Earnings","2021","Wexford","Male","Euro","46234"
"Mean Annual Earnings","2021","Wexford","Female","Euro","38062"
"Mean Annual Earnings","2021","Wicklow","Both sexes","Euro","53046"
"Mean Annual Earnings","2021","Wicklow","Male","Euro","60972"
"Mean Annual Earnings","2021","Wicklow","Female","Euro","44864"
"Mean Annual Earnings","2021","Clare","Both sexes","Euro","47600"
"Mean Annual Earnings","2021","Clare","Male","Euro","53429"
"Mean Annual Earnings","2021","Clare","Female","Euro","41824"
"Mean Annual Earnings","2021","Cork","Both sexes","Euro","51316"
"Mean Annual Earnings","2021","Cork","Male","Euro","58776"
"Mean Annual Earnings","2021","Cork","Female","Euro","43163"
"Mean Annual Earnings","2021","Kerry","Both sexes","Euro","42572"
"Mean Annual Earnings","2021","Kerry","Male","Euro","47030"
"Mean Annual Earnings","2021","Kerry","Female","Euro","38226"
"Mean Annual Earnings","2021","Limerick","Both sexes","Euro","48158"
"Mean Annual Earnings","2021","Limerick","Male","Euro","53999"
"Mean Annual Earnings","2021","Limerick","Female","Euro","41715"
"Mean Annual Earnings","2021","Tipperary","Both sexes","Euro","43952"
"Mean Annual Earnings","2021","Tipperary","Male","Euro","48511"
"Mean Annual Earnings","2021","Tipperary","Female","Euro","39339"
"Mean Annual Earnings","2021","Waterford","Both sexes","Euro","45460"
"Mean Annual Earnings","2021","Waterford","Male","Euro","50806"
"Mean Annual Earnings","2021","Waterford","Female","Euro","39683"
"Mean Annual Earnings","2021","Galway","Both sexes","Euro","47618"
"Mean Annual Earnings","2021","Galway","Male","Euro","52473"
